City,Date,Duration (Hours),Cause,Affected Area,Number of Customers Affected,Restoration Time,Comments,Quick_Response,Scaled Duration (Hours),Scaled Number of Customers Affected
Addis Ababa,2018-09-05,7.41,Maintenance,PT,180,9/5/2018 7:24,,0,0.2972193789959789,-1.0551695410050874
Bahir Dar,2018-01-29,9.03,Maintenance,Bahir Dar West,676,1/29/2018 9:01,,0,0.8063899290790846,0.6615794695269351
Addis Ababa,2017-10-15,5.01,Accident,Outage per line ,1042,10/15/2017 5:00,,0,-0.45710736186788187,1.9283741022985488
Dire Dawa,2020-06-15,8.05,Maintenance,F5 ,445,6/15/2020 8:03,,0,0.4983731765596753,-0.1379548478780996
Bahir Dar,2018-05-16,6.13,Maintenance,Bahir Dar West,532,5/16/2018 6:07,,0,-0.1050882161314135,0.16316846646925112
Dire Dawa,2017-08-07,3.09,Maintenance,F3,471,8/7/2017 3:05,,0,-1.0605687545589704,-0.04796397232601778
Mojo,2018-08-15,8.72,Maintenance,Mojo Central,208,8/15/2018 8:43,,0,0.7089560583841696,-0.9582562904105378
Addis Ababa,2018-06-01,7.12,Equipment Failure,Kotebe A,876,6/1/2018 7:07,,0,0.20607156447492908,1.3538169737737185
Addis Ababa,2019-08-05,4.94,Maintenance,Hawassa Main,480,8/5/2019 4:56,,0,-0.47910855847641093,-0.01681328463491253
Mojo,2019-04-15,11.02,Maintenance,Mojo Central,285,4/15/2019 11:01,,0,1.4318525183787025,-0.6917448512755263
Addis Ababa,2017-11-16,1.23,Equipment Failure,Harer No 3,283,11/16/2017 1:13,QR,1,-1.6451719787284622,-0.698667226317994
Addis Ababa,2022-10-02,4.47,Equipment Failure,Hawassa Main,592,10/2/2022 4:28,,0,-0.6268308785622505,0.3708397177432861
Addis Ababa,2017-11-24,1.63,Accident,Line 4,141,11/24/2017 1:37,QR,1,-1.5194508552511523,-1.1901558543332103
Bahir Dar,2021-10-31,9.43,Maintenance,Bahir Dar West,568,10/31/2021 9:25,,0,0.9321110525563948,0.2877712172336721
Addis Ababa,2018-01-22,8.72,Maintenance,Nifas Silk,858,1/22/2018 8:43,,0,0.7089560583841696,1.2915155983915079
Addis Ababa,2019-12-31,4.64,Maintenance,Harer No 3,103,12/31/2019 4:38,,0,-0.5733994010843937,-1.321680980140099
Addis Ababa,2022-12-21,8.43,Equipment Failure,Fedis,266,12/21/2022 8:25,,0,0.6178082438631196,-0.7575074141789707
Mojo,2022-02-04,5.36,Maintenance,Mojo Industrial,235,2/4/2022 5:21,,0,-0.34710137882523534,-0.8648042273372221
Mojo,2020-02-07,9.32,Maintenance,Mojo Industrial,283,2/7/2020 9:19,,0,0.8975377436001347,-0.698667226317994
Addis Ababa,2021-04-28,6.0,Maintenance,Bole Lemi,1107,4/28/2021 5:59,,0,-0.14594758126153926,2.1533512911787533
Addis Ababa,2021-09-16,5.54,Maintenance,Fedis,146,9/16/2021 5:32,,0,-0.29052687326044585,-1.1728499167270408
Addis Ababa,2018-10-20,11.28,Equipment Failure,PT,165,10/20/2018 11:16,,0,1.5135712486389539,-1.1070873538235964
Addis Ababa,2020-05-16,3.76,Equipment Failure,Hawassa South,432,5/16/2020 3:45,,0,-0.8499858727344759,-0.18295028565414054
Addis Ababa,2020-05-28,2.32,Accident,Hawassa South,549,5/28/2020 2:19,QR,1,-1.3025819172527922,0.2220086543302277
Addis Ababa,2019-05-23,7.43,Equipment Failure,Kality North,849,5/23/2019 7:25,,0,0.3035054351698443,1.2603649107004027
Addis Ababa,2021-02-21,11.66,Equipment Failure,Hawassa South,522,2/21/2021 11:39,,0,1.6330063159423989,0.12855659125691196
Addis Ababa,2017-05-12,5.16,Maintenance,Harer No 3,251,5/12/2017 5:09,,0,-0.40996194056389046,-0.8094252269974794
Bahir Dar,2021-11-18,1.68,Equipment Failure,Bahir Dar West,524,11/18/2021 1:40,QR,1,-1.5037357148164885,0.1354789662993798
Addis Ababa,2019-11-10,4.73,Maintenance,Outage per line ,990,11/10/2019 4:43,,0,-0.5451121483019987,1.7483923511943849
Addis Ababa,2020-10-11,6.57,Accident,Sebeta 1,1043,10/11/2020 6:33,,0,0.033205019693627734,1.9318352898197828
Addis Ababa,2019-09-13,2.78,Accident,Hawassa South,664,9/13/2019 2:46,QR,1,-1.1580026252538858,0.6200452192721281
Addis Ababa,2019-01-03,8.24,Maintenance,Hawassa Main,629,1/3/2019 8:14,,0,0.5580907102113974,0.49890365602894104
Dire Dawa,2019-03-02,11.98,Equipment Failure,Dire Dawa Substation 1,654,3/2/2019 11:58,,0,1.733583214724247,0.585433344059789
Bahir Dar,2020-05-12,5.97,Equipment Failure,Bahir Dar West,560,5/12/2020 5:58,,0,-0.1553766655223376,0.2600817170638008
Addis Ababa,2022-08-03,4.9,Maintenance,Line 2,114,8/3/2022 4:54,,0,-0.49168067082414196,-1.283607917406526
Addis Ababa,2018-07-19,5.41,Accident,Line 1,125,7/19/2018 5:24,,0,-0.33138623839057163,-1.245534854672953
Addis Ababa,2017-02-13,2.27,Equipment Failure,Mekanisa,902,2/13/2017 2:15,QR,1,-1.3182970576874562,1.4438078493258002
Addis Ababa,2017-09-23,10.72,Maintenance,Kotebe A,856,9/23/2017 10:42,,0,1.3375616757707203,1.28459322334904
Mojo,2022-03-15,5.56,Equipment Failure,Mojo Industrial,147,3/15/2022 5:33,,0,-0.2842408170865805,-1.1693887292058067
Mojo,2022-10-11,5.26,Maintenance,Mojo Industrial,134,10/11/2022 5:15,,0,-0.37853165969456304,-1.2143841669818476
Addis Ababa,2018-03-12,8.26,Equipment Failure,Hawassa Main,626,3/12/2018 8:15,,0,0.5643767663852628,0.4885200934652393
Addis Ababa,2020-06-15,5.86,Maintenance,Line 1,275,6/15/2020 5:51,,0,-0.18994997447859768,-0.7263567264878654
Mojo,2020-11-22,8.13,Maintenance,Mojo Industrial,225,11/22/2020 8:07,,0,0.5235174012551373,-0.8994161025495613
Mojo,2018-01-18,1.68,Equipment Failure,Mojo Industrial,222,1/18/2018 1:40,QR,1,-1.5037357148164885,-0.909799665113263
Addis Ababa,2021-09-05,9.95,Maintenance,Hawassa South,499,9/5/2021 9:57,,0,1.0955485130768978,0.04894927826853188
Addis Ababa,2019-02-17,11.35,Equipment Failure,DUKEM,1010,2/17/2019 11:20,,0,1.5355724452474833,1.8176161016190635
Mojo,2021-01-14,8.14,Accident,Mojo Industrial,206,1/14/2021 8:08,,0,0.52666042934207,-0.9651786654530057
Mojo,2019-12-04,11.5,Equipment Failure,Mojo Central,205,12/4/2019 11:30,,0,1.5827178665514747,-0.9686398529742396
Dire Dawa,2021-06-01,2.67,Maintenance,F4,530,6/1/2021 2:39,QR,1,-1.1925759342101458,0.1562460914267833
Dire Dawa,2022-05-03,6.25,Maintenance,F5 ,612,5/3/2022 6:15,,0,-0.06737187908822044,0.44006346816796443
Addis Ababa,2019-04-15,7.62,Maintenance,Kotebe A,1075,4/15/2019 7:37,,0,0.36322296882156674,2.042593290499268
Dire Dawa,2018-09-20,7.4,Maintenance,F3,617,9/20/2018 7:23,,0,0.2940763509090462,0.45736940577413404
Addis Ababa,2020-10-15,5.42,Maintenance,Harer No 3,235,10/15/2020 5:24,,0,-0.32824321030363895,-0.8648042273372221
Addis Ababa,2017-11-14,4.72,Maintenance,Fedis,191,11/14/2017 4:43,,0,-0.5482551763889317,-1.0170964782715144
Dire Dawa,2018-01-02,2.4,Maintenance,F3,660,1/2/2018 2:23,QR,1,-1.27743769255733,0.6062004691871925
Bahir Dar,2021-11-04,5.31,Equipment Failure,Bahir Dar West,657,11/4/2021 5:18,,0,-0.36281651925989933,0.5958169066234907
Dire Dawa,2019-01-09,2.79,Equipment Failure,F5 ,682,1/9/2019 2:47,QR,1,-1.1548595971669529,0.6823465946543387
Addis Ababa,2020-10-14,9.08,Maintenance,Substation name,1106,10/14/2020 9:04,,0,0.8221050695137486,2.1498901036575195
Bahir Dar,2020-06-05,3.3,Maintenance,Bahir Dar East,363,6/5/2020 3:17,,0,-0.9945651647333825,-0.42177222461928077
Addis Ababa,2022-02-03,1.64,Accident,Hawassa South,374,2/3/2022 1:38,QR,1,-1.5163078271642196,-0.3836991618857077
Bahir Dar,2017-06-06,7.08,Accident,Bahir Dar West,482,6/6/2017 7:04,,0,0.19349945212719805,-0.009890909592444699
Mojo,2017-12-21,7.55,Equipment Failure,Mojo Central,167,12/21/2017 7:32,,0,0.34122177221303734,-1.1001649787811285
Addis Ababa,2018-05-15,10.59,Accident,Line1,271,5/15/2018 10:35,,0,1.2967023106405942,-0.7402014765728011
Mojo,2018-11-25,7.35,Equipment Failure,Mojo Industrial,209,11/25/2018 7:20,,0,0.2783612104743822,-0.9547951028893039
Addis Ababa,2018-10-01,4.8,Equipment Failure,Hawassa Main,435,10/1/2018 4:48,,0,-0.5231109516934697,-0.17256672309043877
Addis Ababa,2018-08-09,9.83,Accident,PT,192,8/9/2018 9:49,,0,1.057832176033705,-1.0136352907502806
Addis Ababa,2020-11-12,6.94,Equipment Failure,Kotebe B,833,11/12/2020 6:56,,0,0.14949705891013962,1.20498591036066
Mojo,2018-08-18,1.87,Maintenance,Mojo Central,146,8/18/2018 1:52,QR,1,-1.444018181164766,-1.1728499167270408
Mojo,2019-09-02,7.22,Equipment Failure,Mojo Industrial,227,9/2/2019 7:13,,0,0.2375018453442565,-0.8924937275070934
Addis Ababa,2022-03-05,10.99,Accident,Kality 1,1139,3/5/2022 10:59,,0,1.4224234341179045,2.264109291858239
Addis Ababa,2019-03-07,5.36,Maintenance,Sebeta 2,896,3/7/2019 5:21,,0,-0.34710137882523534,1.4230407241983967
Bahir Dar,2020-07-09,4.26,Maintenance,Bahir Dar West,551,7/9/2020 4:15,,0,-0.6928344683878382,0.22893102937269555
Addis Ababa,2022-10-16,2.58,Maintenance,Bole Lemi,814,10/16/2022 2:34,QR,1,-1.2208631869925406,1.1392233474572155
Dire Dawa,2019-06-26,2.67,Maintenance,F1,684,6/26/2019 2:39,QR,1,-1.1925759342101458,0.6892689696968064
Addis Ababa,2018-02-07,5.76,Equipment Failure,Hawassa Main,611,2/7/2018 5:45,,0,-0.22138025534792538,0.43660228064673057
Bahir Dar,2017-02-20,7.55,Maintenance,Bahir Dar West,645,2/20/2017 7:33,,0,0.34122177221303734,0.5542826563686837
Bahir Dar,2021-05-13,1.89,Equipment Failure,Bahir Dar East,551,5/13/2021 1:53,QR,1,-1.4377321249909008,0.22893102937269555
Addis Ababa,2020-12-20,11.34,Equipment Failure,Hawassa South,433,12/20/2020 11:20,,0,1.5324294171605506,-0.17948909813290662
Dire Dawa,2022-08-22,9.31,Maintenance,F2,538,8/22/2022 9:18,,0,0.894394715513202,0.18393559159665462
Addis Ababa,2021-03-15,7.45,Equipment Failure,Kality 1,1148,3/15/2021 7:27,,0,0.3097914913437099,2.295259979549344
Addis Ababa,2017-06-25,10.11,Equipment Failure,Nifas Silk,1199,6/25/2017 10:06,,0,1.145836962467822,2.4717805431322737
Bahir Dar,2018-01-01,1.88,Maintenance,Bahir Dar East,485,1/1/2018 1:52,QR,1,-1.4408751530778334,0.0004926529712570513
Addis Ababa,2017-08-14,6.25,Maintenance,Hawassa Main,354,8/14/2017 6:14,,0,-0.06737187908822044,-0.452922912310386
Dire Dawa,2017-05-20,7.93,Maintenance,F1,700,5/20/2017 7:55,,0,0.4606568395164819,0.7446479700365491
Mojo,2022-04-09,10.12,Equipment Failure,Mojo Central,241,4/9/2022 10:06,,0,1.1489799905547546,-0.8440371022098186
Dire Dawa,2020-04-16,9.62,Accident,F5 ,473,4/16/2020 9:37,,0,0.991828586208117,-0.041041597283549947
Addis Ababa,2017-02-27,4.05,Accident,Harer Water,266,2/27/2017 4:02,,0,-0.7588380582134261,-0.7575074141789707
Bahir Dar,2019-05-20,11.35,Equipment Failure,Bahir Dar West,402,5/20/2019 11:20,,0,1.5355724452474833,-0.28678591129115805
Mojo,2021-08-03,2.37,Maintenance,Mojo Central,233,8/3/2021 2:22,QR,1,-1.2868667768181286,-0.8717266023796899
Addis Ababa,2017-07-02,10.63,Equipment Failure,Line 1,169,7/2/2017 10:37,,0,1.3092744229883255,-1.0932426037386607
Mojo,2018-07-29,11.68,Maintenance,Mojo Industrial,281,7/29/2018 11:40,,0,1.6392923721162642,-0.7055896013604619
Bahir Dar,2017-12-07,2.95,Maintenance,Bahir Dar East,444,12/7/2017 2:56,QR,1,-1.1045711477760287,-0.14141603539933353
Addis Ababa,2020-12-05,8.94,Maintenance,Hawassa Main,670,12/5/2020 8:56,,0,0.7781026762966898,0.6408123443995316
Addis Ababa,2022-04-24,1.44,Maintenance,Hawassa Main,481,4/24/2022 1:26,QR,1,-1.5791683889028747,-0.013352097113678615
Bahir Dar,2018-11-09,5.46,Maintenance,Bahir Dar West,639,11/9/2018 5:27,,0,-0.3156710979559079,0.5335155312412803
Mojo,2018-06-26,6.68,Maintenance,Mojo Central,135,6/26/2018 6:40,,0,0.06777832864988784,-1.2109229794606138
Addis Ababa,2018-09-15,7.39,Maintenance,Hawassa South,470,9/15/2018 7:23,,0,0.29093332282211326,-0.0514251598472517
Addis Ababa,2020-10-03,11.3,Equipment Failure,Substation name,1170,10/3/2020 11:17,,0,1.5198573048128199,2.37140610501649
Addis Ababa,2017-10-15,8.39,Maintenance,Line 2,193,10/15/2017 8:23,,0,0.6052361315153888,-1.0101741032290465
Mojo,2022-01-11,6.29,Equipment Failure,Mojo Industrial,219,1/11/2022 6:17,,0,-0.05479976674048942,-0.9201832276769648
Addis Ababa,2017-03-04,9.91,Equipment Failure,Hawassa South,676,3/4/2017 9:54,,0,1.0829764007291671,0.6615794695269351
Bahir Dar,2020-12-24,11.46,Accident,Bahir Dar West,409,12/24/2020 11:27,,0,1.570145754203744,-0.2625575986425206
Bahir Dar,2022-02-28,1.24,Equipment Failure,Bahir Dar East,541,2/28/2022 1:14,QR,1,-1.6420289506415295,0.1943191541603564
Addis Ababa,2018-12-14,11.81,Maintenance,Addis Center,1041,12/14/2018 11:48,,0,1.68015173724639,1.924912914777315
Addis Ababa,2019-11-09,1.95,Accident,Fedis,114,11/9/2019 1:56,QR,1,-1.418873956469304,-1.283607917406526
Bahir Dar,2022-11-06,9.96,Equipment Failure,Bahir Dar East,303,11/6/2022 9:57,,0,1.0986915411638312,-0.6294434758933157
Mojo,2020-03-29,4.08,Maintenance,Mojo Central,107,3/29/2020 4:05,,0,-0.7494089739526277,-1.3078362300551634
Bahir Dar,2018-08-20,2.45,Maintenance,Bahir Dar East,441,8/20/2018 2:27,QR,1,-1.2617225521226665,-0.15179959796303527
Dire Dawa,2019-09-02,5.84,Accident,F3,614,9/2/2019 5:50,,0,-0.19623603065246334,0.4469858432104323
Mojo,2022-10-25,8.08,Maintenance,Mojo Central,259,10/25/2022 8:05,,0,0.5078022608204733,-0.7817357268276081
Addis Ababa,2021-03-08,5.19,Maintenance,Gofa,827,3/8/2021 5:11,,0,-0.4005328563030921,1.1842187852332566
Addis Ababa,2018-01-23,1.6,Equipment Failure,PT,202,1/23/2018 1:36,QR,1,-1.5288799395119506,-0.9790234155379414
Mojo,2020-08-01,7.59,Maintenance,Mojo Industrial,239,8/1/2020 7:35,,0,0.3537938845607684,-0.8509594772522864
Addis Ababa,2020-10-13,10.93,Maintenance,Hawassa South,333,10/13/2020 10:55,,0,1.4035652655963078,-0.5256078502562983
Dire Dawa,2020-10-24,5.22,Maintenance,Dire Dawa Substation 1,577,10/24/2020 5:12,,0,-0.391103772042294,0.3189219049247774
Addis Ababa,2020-05-20,3.38,Equipment Failure,Kotebe A,1270,5/20/2020 3:22,,0,-0.9694209400379205,2.717524857139882
Dire Dawa,2020-02-21,5.87,Maintenance,F1,491,2/21/2020 5:52,,0,-0.186806946391665,0.021259778098660552
Addis Ababa,2020-11-01,1.53,Maintenance,Substation name,990,11/1/2020 1:31,QR,1,-1.5508811361204797,1.7483923511943849
Bahir Dar,2018-11-10,10.03,Maintenance,Bahir Dar East,340,11/10/2018 10:01,,0,1.12069273777236,-0.5013795376076609
Dire Dawa,2019-01-31,10.09,Equipment Failure,F3,696,1/31/2019 10:05,,0,1.1395509062939566,0.7308032199516135
Mojo,2020-03-27,7.47,Equipment Failure,Mojo Central,142,3/27/2020 7:28,,0,0.31607754751757533,-1.1866946668119764
Addis Ababa,2021-10-29,4.88,Equipment Failure,Gofa,975,10/29/2021 4:53,,0,-0.4979667269980076,1.6964745383758761
Bahir Dar,2019-08-26,9.8,Maintenance,Bahir Dar West,325,8/26/2019 9:47,,0,1.048403091772907,-0.5532973504261696
Addis Ababa,2019-03-13,7.1,Equipment Failure,Hawassa South,360,3/13/2019 7:06,,0,0.19978550830106342,-0.43215578718298253
Dire Dawa,2018-07-23,10.09,Equipment Failure,F5,674,7/23/2018 10:05,,0,1.1395509062939566,0.6546570944844673
Addis Ababa,2018-10-27,7.95,Maintenance,Line 3,181,10/27/2018 7:56,,0,0.4669428956903476,-1.0517083534838536
Dire Dawa,2017-01-01,9.63,Maintenance,F1,487,1/1/2017 9:37,,0,0.9949716142950502,0.007415028013724885
Addis Ababa,2021-11-21,7.58,Equipment Failure,Gofa,1111,11/21/2021 7:35,,0,0.3506508564738357,2.167196041263689
Bahir Dar,2022-02-01,5.56,Maintenance,Bahir Dar West,397,2/1/2022 5:33,,0,-0.2842408170865805,-0.3040918488973276
Bahir Dar,2019-01-24,11.54,Maintenance,Bahir Dar East,564,1/24/2019 11:32,,0,1.5952899788992054,0.2739264671487365
Dire Dawa,2019-10-25,6.95,Maintenance,F5 ,608,10/25/2019 6:57,,0,0.1526400869970723,0.4262187180830288
Addis Ababa,2017-01-19,7.66,Accident,Mekanisa,978,1/19/2017 7:39,,0,0.3757950811692977,1.706858100939578
Bahir Dar,2022-07-13,3.43,Maintenance,Bahir Dar West,486,7/13/2022 3:25,,0,-0.9537057996032566,0.003953840492490968
Addis Ababa,2022-09-05,7.88,Maintenance,Hawassa Main,518,9/5/2022 7:52,,0,0.4449416990818182,0.1147118411719763
Dire Dawa,2019-11-11,7.29,Maintenance,F5,302,11/11/2019 7:17,,0,0.25950304195278584,-0.6329046634145497
Addis Ababa,2017-01-21,3.03,Maintenance,Nifas Silk,1056,1/21/2017 3:01,,0,-1.0794269230805669,1.9768307275958237
Addis Ababa,2019-08-01,1.66,Maintenance,Hawassa Main,369,8/1/2019 1:39,QR,1,-1.5100217709903538,-0.4010050994918773
Addis Ababa,2018-10-04,7.65,Maintenance,TL,149,10/4/2018 7:38,,0,0.37265205308236504,-1.1624663541633389
Addis Ababa,2018-05-22,9.4,Maintenance,PT,196,5/22/2018 9:24,,0,0.9226819682955968,-0.9997905406653449
Addis Ababa,2017-01-16,6.76,Maintenance,Line 4,173,1/16/2017 6:45,,0,0.09292255334534988,-1.079397853653725
Mojo,2019-03-30,3.49,Maintenance,Mojo Central,237,3/30/2019 3:29,,0,-0.9348476310816601,-0.8578818522947542
Addis Ababa,2019-06-21,8.33,Maintenance,Hawassa South,428,6/21/2019 8:19,,0,0.5863779629937922,-0.1967950357390762
Mojo,2020-05-12,1.88,Accident,Mojo Industrial,248,5/12/2020 1:52,QR,1,-1.4408751530778334,-0.8198087895611812
Dire Dawa,2019-05-15,5.86,Maintenance,F5 ,485,5/15/2019 5:51,,0,-0.18994997447859768,0.0004926529712570513
Mojo,2017-12-24,2.8,Accident,Mojo Central,100,12/24/2017 2:47,QR,1,-1.1517165690800202,-1.332064542703801
Dire Dawa,2021-06-03,3.03,Equipment Failure,F3,432,6/3/2021 3:01,,0,-1.0794269230805669,-0.18295028565414054
Dire Dawa,2019-05-04,3.23,Maintenance,F6,492,5/4/2019 3:13,,0,-1.0165663613419118,0.024720965619894467
Mojo,2019-04-09,5.25,Maintenance,Mojo Central,156,4/9/2019 5:15,,0,-0.3816746877814957,-1.1382380415147015
Mojo,2018-07-30,1.56,Maintenance,Mojo Industrial,203,7/30/2018 1:33,QR,1,-1.5414520518596813,-0.9755622280167074
Addis Ababa,2019-07-14,5.38,Maintenance,Gelan,1077,7/14/2019 5:22,,0,-0.34081532265136993,2.049515665541736
Addis Ababa,2018-06-09,6.63,Maintenance,Sebeta 2,1037,6/9/2018 6:37,,0,0.05206318821522413,1.9110681646923793
Dire Dawa,2021-08-02,6.32,Maintenance,F4,692,8/2/2021 6:18,,0,-0.04537068247969108,0.7169584698666778
Mojo,2022-06-16,5.21,Maintenance,Mojo Central,209,6/16/2022 5:12,,0,-0.39424680012922675,-0.9547951028893039
Mojo,2021-11-04,10.23,Equipment Failure,Mojo Central,138,11/4/2021 10:13,,0,1.1835532995110152,-1.200539416896912
Addis Ababa,2021-02-08,2.6,Equipment Failure,Line 4,135,2/8/2021 2:35,QR,1,-1.2145771308186752,-1.2109229794606138
Addis Ababa,2018-09-16,6.56,Maintenance,Fedis,196,9/16/2018 6:33,,0,0.03006199160669477,-0.9997905406653449
Dire Dawa,2021-06-16,1.68,Equipment Failure,F6,402,6/16/2021 1:40,QR,1,-1.5037357148164885,-0.28678591129115805
Addis Ababa,2021-11-07,1.78,Equipment Failure,Hawassa South,513,11/7/2021 1:46,QR,1,-1.4723054339471608,0.09740590356580672
Addis Ababa,2019-06-24,7.31,Equipment Failure,Hawassa Main,356,6/24/2019 7:18,,0,0.26578909812665125,-0.44600053726791816
Addis Ababa,2022-02-13,7.23,Maintenance,Hawassa Main,400,2/13/2022 7:13,,0,0.24064487343118945,-0.29370828633362583
Addis Ababa,2018-02-04,10.66,Equipment Failure,Gefersa,940,2/4/2018 10:39,,0,1.3187035072491236,1.575332975132689
Dire Dawa,2018-09-27,7.14,Maintenance,Dire Dawa Substation 1,529,9/27/2018 7:08,,0,0.21235762064879446,0.15278490390554939
Mojo,2020-10-26,11.56,Maintenance,Mojo Industrial,280,10/26/2020 11:33,,0,1.6015760350730714,-0.7090507888816958
Addis Ababa,2020-09-14,1.54,Accident,Line 3,160,9/14/2020 1:32,QR,1,-1.5477381080335468,-1.1243932914297659
Addis Ababa,2018-08-19,2.08,Accident,Gofa,828,8/19/2018 2:04,QR,1,-1.3780145913391784,1.1876799727544904
Addis Ababa,2020-09-25,1.48,Maintenance,Addis Center,941,9/25/2020 1:29,QR,1,-1.5665962765551433,1.578794162653923
Mojo,2018-02-16,3.04,Equipment Failure,Mojo Central,170,2/16/2018 3:02,,0,-1.076283894993634,-1.0897814162174266
Addis Ababa,2017-02-12,6.95,Equipment Failure,Bedesa,256,2/12/2017 6:57,,0,0.1526400869970723,-0.7921192893913098
Addis Ababa,2017-04-19,8.1,Maintenance,Kality North,882,4/19/2017 8:06,,0,0.5140883169943387,1.374584098901122
Bahir Dar,2020-03-17,1.5,Maintenance,Bahir Dar West,536,3/17/2020 1:30,QR,1,-1.560310220381278,0.1770132165541868
Addis Ababa,2018-02-12,11.41,Accident,Hawassa South,301,2/12/2018 11:24,,0,1.55443061376908,-0.6363658509357836
Dire Dawa,2017-08-12,10.26,Maintenance,Dire Dawa Substation 1,509,8/12/2017 10:15,,0,1.1929823837718134,0.08356115348087105
Dire Dawa,2018-08-13,4.26,Maintenance,F5 ,479,8/13/2018 4:15,,0,-0.6928344683878382,-0.020274472156146448
Addis Ababa,2021-04-16,1.85,Equipment Failure,Hawassa South,572,4/16/2021 1:50,QR,1,-1.4503042373386317,0.3016159673186078
Dire Dawa,2021-05-12,2.87,Maintenance,F5 ,550,5/12/2021 2:52,QR,1,-1.1297153724714908,0.22546984185146163
Addis Ababa,2018-05-25,2.4,Maintenance,Hawassa South,409,5/25/2018 2:23,QR,1,-1.27743769255733,-0.2625575986425206
Mojo,2017-11-26,2.36,Maintenance,Mojo Central,160,11/26/2017 2:21,QR,1,-1.2900098049050615,-1.1243932914297659
Mojo,2019-12-17,6.7,Equipment Failure,Mojo Central,182,12/17/2019 6:42,,0,0.07406438482375349,-1.0482471659626196
Addis Ababa,2019-01-19,3.7,Equipment Failure,Hawassa South,555,1/19/2019 3:42,,0,-0.8688440412560723,0.2427757794576312
Addis Ababa,2018-11-14,4.94,Maintenance,Addis North,878,11/14/2018 4:56,,0,-0.47910855847641093,1.3607393488161863
Addis Ababa,2021-10-17,11.88,Equipment Failure,Hawassa South,585,10/17/2021 11:53,,0,1.7021529338549195,0.3466114050946487
Bahir Dar,2022-12-26,8.53,Equipment Failure,Bahir Dar West,513,12/26/2022 8:31,,0,0.6492385247324469,0.09740590356580672
Bahir Dar,2019-10-13,11.44,Maintenance,Bahir Dar West,529,10/13/2019 11:26,,0,1.563859698029878,0.15278490390554939
Bahir Dar,2021-09-30,2.57,Equipment Failure,Bahir Dar East,510,9/30/2021 2:34,QR,1,-1.2240062150794735,0.08702234100210497
Dire Dawa,2018-12-25,5.2,Equipment Failure,F5,562,12/25/2018 5:12,,0,-0.3973898282161594,0.26700409210626863
Dire Dawa,2022-01-22,7.1,Maintenance,F4,689,1/22/2022 7:06,,0,0.19978550830106342,0.706574907302976
Dire Dawa,2022-09-16,1.84,Maintenance,F4,385,9/16/2022 1:50,QR,1,-1.4534472654255643,-0.3456260991521346
Addis Ababa,2017-05-03,1.05,Equipment Failure,Line 2,227,5/3/2017 1:02,QR,1,-1.701746484293252,-0.8924937275070934
Dire Dawa,2021-08-26,8.37,Maintenance,F1,619,8/26/2021 8:22,,0,0.5989500753415229,0.4642917808166019
Addis Ababa,2017-06-06,8.06,Maintenance,Harer Water,244,6/6/2017 8:03,,0,0.501516204646608,-0.8336535396461169
Bahir Dar,2019-10-27,5.52,Equipment Failure,Bahir Dar West,418,10/27/2019 5:31,,0,-0.29681292943431153,-0.23140691095141536
Addis Ababa,2018-02-25,6.39,Equipment Failure,Addis Center,937,2/25/2018 6:23,,0,-0.023369485871162003,1.5649494125689873
